PP,Blok,Condition,timestamp,Squality,Sneutral,Shappy,Ssad,Sangry,Ssurprised,Sscared,Sdisgusted,Svalence,SyHeadOrientation,SxHeadOrientation,SzHeadOrientation,SmouthOpen,SleftEyeClosed,SrightEyeClosed,SleftEyebrowLowered,SleftEyebrowRaised,SrightEyebrowLowered,SrightEyebrowRaised,SgazeDirectionForward,SgazeDirectionLeft,SgazeDirectionRight,SAu01_InnerBrowRaiser,SAu02_OuterBrowRaiser,SAu04_BrowLowerer,SAu05_UpperLidRaiser,SAu06_CheekRaiser,SAu07_LidTightener,SAu09_NoseWrinkler,SAu10_UpperLipRaiser,SAu12_LipCornerPuller,SAu14_Dimpler,SAu15_LipCornerDepressor,SAu17_ChinRaiser,SAu20_LipStretcher,SAu23_LipTightener,SAu24_LipPressor,SAu25_LipsPart,SAu26_JawDrop,SAu27_MouthStretch,SAu43_EyesClosed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP22,2,T,20121101T111400000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,2,T,20121101T111500000,0,857623,0,720694,0,633,0,44826,0,8153,0,18438,0,199,0,373,0,44192,-6,442766,-5,569007,-4,989018,0,0,0,350000,0,350000,0,0,0,650000,0,0,0,0,0,200000,0,300000,0,300000,2,250000,0,950000,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,2,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,,
PP22,2,T,20121101T111600000,0,771989,0,723084,0,14,0,83460,0,79884,0,183277,0,180,0,202,0,108493,10,806996,0,595946,0,309872,0,29412,0,970588,0,970588,0,147059,0,0,0,294118,0,0,0,323529,0,29412,0,29412,0,0,0,235294,0,294118,0,176471,0,0,0,0,0,0,0,0,0,0,0,0,0,529412,0,117647,0,88235,0,0,0,0,0,29412,0,0,0,0,3,0,,
PP22,2,T,20121101T111700000,0,928800,0,668978,0,732,0,65525,0,5316,0,246875,0,254,0,179,0,65670,-3,367342,-6,115858,-4,346948,0,0,0,54795,0,54795,0,0,0,767123,0,0,0,0,0,917808,0,27397,0,0,3,397260,3,712329,0,0,0,178082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82192,0,0,0,0,0,95890,0,0,0,0,0,0,0,123288,,
PP22,2,T,20121101T111800000,0,670556,0,273912,0,760,0,92563,0,57495,0,9655,0,52411,0,8928,0,127531,-3,193369,-4,805186,-1,155700,0,0,0,916667,0,583333,0,0,0,0,0,250000,0,0,0,416667,0,0,0,0,0,0,0,0,0,0,2,750000,0,0,0,0,0,0,0,166667,0,0,0,666667,2,666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833333,,
PP22,2,T,20121101T111900000,0,875553,0,763742,0,1668,0,55943,0,2367,0,70379,0,1706,0,884,0,54425,-2,207656,-9,476029,-1,17036,0,0,0,298246,0,140351,0,0,0,350877,0,17544,0,70175,0,140351,0,526316,0,0,2,438596,1,789474,0,228070,0,456140,0,0,0,0,0,0,0,0,0,0,1,368421,0,0,0,578947,0,0,0,0,0,350877,0,0,0,0,0,0,0,87719,,
PP22,2,T,20121101T112000000,0,927790,0,711367,0,1417,0,53815,0,12289,0,147648,0,535,0,260,0,54398,-4,191792,-10,546128,-5,783003,0,0,0,40000,0,20000,0,30000,0,610000,0,0,0,0,0,630000,0,330000,0,0,2,510000,2,500000,0,0,0,440000,0,0,0,0,0,20000,0,0,0,0,0,10000,0,290000,0,200000,0,0,0,130000,0,90000,0,0,0,0,0,0,0,110000,,
PP22,2,T,20121101T112100000,0,913177,0,686641,0,1280,0,58706,0,4706,0,107385,0,573,0,391,0,59740,-1,408245,-17,293474,-1,954535,0,0,0,0,0,134615,0,0,0,961538,0,0,0,38462,0,57692,0,865385,0,19231,4,0,2,288462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115385,0,38462,0,76923,0,0,0,0,0,0,0,0,0,0,0,0,0,19231,,
PP22,2,T,20121101T112200000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,2,T,20121101T112300000,0,836283,0,817605,0,2764,0,46299,0,12320,0,12160,0,102,0,210,0,44912,3,55069,-6,449160,-1,328896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230769,0,384615,0,230769,0,153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538462,0,0,0,76923,0,461538,0,0,0,0,0,0,0,0,,
PP22,2,T,20121101T112400000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,2,T,20121101T112500000,0,915331,0,846379,0,951,0,40859,0,1648,0,125742,0,896,0,30,0,39950,0,338458,-17,18238,0,96241,0,0,0,0,0,0,0,0,0,342105,0,0,0,105263,0,78947,0,894737,0,0,2,947368,0,973684,0,0,0,368421,0,0,0,0,0,0,0,0,0,0,0,868421,0,0,0,26316,0,0,0,26316,0,0,0,0,0,0,0,0,0,0,,
PP22,2,T,20121101T112600000,0,749698,0,510607,0,30816,0,17398,0,54967,0,8892,0,17,0,1731,0,30689,0,541168,-8,823429,0,980631,0,0,0,391304,0,347826,0,0,0,0,0,0,0,0,0,173913,0,391304,0,0,0,0,0,0,0,130435,0,173913,0,0,0,347826,0,0,0,0,0,173913,0,478261,0,0,1,347826,0,0,0,956522,0,304348,0,0,0,0,0,0,1,956522,,
PP22,2,T,20121101T112700000,0,894367,0,478307,0,1226,0,87828,0,37083,0,271456,0,884,0,234,0,91153,1,67367,-10,157896,-1,313612,0,0,0,222222,0,111111,0,0,0,555556,0,0,0,111111,0,296296,0,629630,0,0,3,444444,2,851852,0,0,0,555556,0,0,0,0,0,0,0,0,0,0,0,222222,0,37037,0,814815,0,111111,0,0,0,111111,0,0,0,0,0,0,0,592593,,
PP22,2,T,20121101T112800000,0,917954,0,925186,0,1850,0,47677,0,5615,0,30518,0,160,0,49,0,45827,2,152174,-18,928281,0,153678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923077,0,0,0,0,0,0,0,0,0,230769,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,307692,0,0,0,0,0,0,0,0,,
PP22,2,T,20121101T112900000,0,692747,0,217004,0,449,0,126395,0,41835,0,213255,0,719,0,705,0,139054,0,437522,-2,665006,-2,583470,0,200000,0,800000,0,200000,0,400000,0,0,0,0,0,0,0,200000,0,0,0,0,0,200000,2,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200000,0,0,0,0,0,200000,0,600000,0,0,0,0,1,200000,,
PP22,3,R,20121101T114400000,0,829778,0,708066,0,1270,0,14635,0,5645,0,38497,0,93,0,338,0,13365,-2,362918,-7,165006,1,273197,0,0,0,0,0,0,0,0,0,71429,0,0,0,0,0,500000,0,428571,0,0,2,714286,3,285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PP22,3,R,20121101T114500000,0,905593,0,832161,0,15010,0,28066,0,5799,0,51857,0,347,0,114,0,13099,-9,266263,-10,470681,2,378517,0,0,0,11628,0,0,0,0,0,709302,0,34884,0,0,0,755814,0,197674,0,0,2,162791,2,232558,0,58140,0,0,0,0,0,0,0,0,0,0,0,0,0,58140,0,0,0,81395,0,0,0,0,0,81395,0,0,0,0,0,0,0,0,,
PP22,3,R,20121101T114600000,0,898893,0,785649,0,2256,0,71846,0,8370,0,162183,0,7225,0,6406,0,74309,-4,407678,-2,419109,-12,689641,0,333333,0,176471,0,176471,0,0,0,0,0,19608,0,0,0,745098,0,0,0,78431,0,0,0,98039,0,0,0,156863,0,0,0,0,0,313725,0,0,0,0,0,411765,0,98039,0,745098,0,0,0,0,0,0,1,98039,0,509804,0,19608,0,431373,,
PP22,3,R,20121101T114700000,0,924022,0,907806,0,5523,0,57771,0,13194,0,26730,0,125,0,3198,0,60186,-3,793939,-10,51611,-9,314072,0,73684,0,36842,0,36842,0,36842,0,10526,0,57895,0,0,0,657895,0,305263,0,0,0,152632,0,500000,0,78947,0,105263,0,0,0,0,0,52632,0,0,0,0,0,426316,0,5263,0,315789,0,5263,0,194737,0,173684,0,168421,0,0,0,0,0,5263,,
PP22,3,R,20121101T114800000,0,936207,0,863199,0,1064,0,58597,0,12703,0,25853,0,150,0,129,0,57534,-4,652346,-12,477046,-6,361913,0,0,0,67568,0,54054,0,0,0,0,0,0,0,0,0,743243,0,175676,0,0,0,13514,1,94595,0,13514,0,0,0,0,0,0,0,0,0,0,0,0,0,162162,0,0,0,148649,0,0,0,0,0,148649,0,0,0,0,0,0,0,0,,
PP22,3,R,20121101T114900000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,3,I,20121101T115200000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,3,I,20121101T115300000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,3,I,20121101T115400000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,3,I,20121101T115500000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,3,I,20121101T115600000,0,849022,0,663503,0,274,0,18309,0,2306,0,339436,0,6698,0,351,0,19259,-4,445924,-3,1983,-6,913361,0,0,0,139535,0,488372,0,0,0,651163,0,69767,0,0,0,511628,0,116279,0,116279,1,348837,2,860465,0,139535,2,69767,0,0,0,0,0,0,0,0,0,0,0,162791,0,23256,0,581395,0,23256,0,162791,0,0,0,0,0,0,0,0,0,0,,
PP22,3,I,20121101T115700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PP22,3,I,20121101T115800000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,3,I,20121101T115900000,0,790861,0,727765,0,159,0,42331,0,58618,0,14130,0,7,0,271,0,64049,2,54680,-2,648668,2,357538,0,0,0,941176,0,941176,0,529412,0,0,0,117647,0,0,0,529412,0,176471,0,0,0,0,0,529412,0,0,0,0,0,0,0,0,0,58824,0,0,0,0,0,117647,0,176471,3,470588,1,235294,0,0,0,0,0,0,0,0,0,0,0,529412,,
PP22,3,I,20121101T120000000,0,745733,0,552539,0,1162,0,246549,0,100944,0,48885,0,543,0,268,0,246214,2,903368,-3,71260,-1,788789,0,0,0,937500,0,937500,0,0,0,0,0,93750,0,0,0,593750,0,218750,0,0,0,0,0,375000,0,218750,0,125000,0,0,0,0,0,0,0,0,0,0,0,781250,0,156250,1,187500,1,156250,0,0,0,62500,0,0,0,0,0,0,2,875000,,
PP22,3,I,20121101T120100000,0,725527,0,543364,0,182593,0,29271,0,15199,0,43147,0,659,0,131,0,148261,0,240813,-6,308984,-5,52743,0,382353,0,882353,0,705882,0,147059,0,0,0,735294,0,0,0,441176,0,58824,0,0,0,411765,0,176471,1,441176,0,764706,0,0,0,0,0,29412,0,0,0,970588,0,470588,0,58824,0,529412,0,0,0,0,0,0,0,911765,0,0,0,0,1,382353,,
PP22,3,I,20121101T120200000,0,649316,0,700185,0,2175,0,19133,0,24022,0,21832,0,6836,0,166,0,22225,1,476354,-4,645348,0,740996,0,166667,0,666667,0,833333,0,0,0,0,0,0,0,0,0,833333,0,0,0,0,0,0,0,0,0,0,1,833333,0,0,0,0,0,0,0,0,0,0,0,666667,0,166667,0,666667,0,666667,0,0,0,0,0,333333,0,0,0,0,0,166667,,
PP22,3,I,20121101T120300000,0,493401,0,199300,0,48,0,29464,0,130436,0,117942,0,24,0,149,0,130388,1,322266,-1,337943,-1,263345,0,0,0,666667,0,666667,0,0,0,0,0,666667,0,0,0,0,0,0,0,0,0,0,0,666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,666667,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,
PP22,3,I,20121101T120400000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,3,I,20121101T120500000,0,583719,0,403299,0,1820,0,129388,0,29080,0,56960,0,98,0,1678,0,127568,0,858772,-2,188781,0,515069,0,0,0,800000,0,800000,0,200000,0,0,0,800000,0,0,0,400000,0,0,0,0,0,0,0,600000,2,200000,1,600000,0,0,0,0,0,0,0,400000,0,0,0,0,0,0,2,200000,0,0,0,0,1,0,0,0,0,0,0,0,2,200000,,
PP22,3,I,20121101T120600000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,3,I,20121101T120700000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,3,I,20121101T120800000,0,373665,0,319063,0,15,0,31017,0,37411,0,46710,0,44,0,526,0,37396,4,117564,2,384720,0,269102,0,0,0,500000,0,500000,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
PP22,3,I,20121101T120900000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,3,I,20121101T121000000,0,864145,0,914764,0,79,0,14280,0,7347,0,89256,0,160,0,15,0,14425,-1,444075,-3,445457,1,433721,0,0,0,964286,0,964286,0,0,0,0,0,214286,0,0,0,892857,0,35714,0,0,0,0,0,0,0,285714,2,107143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392857,0,0,0,0,0,0,0,0,0,0,0,0,0,321429,,
PP22,3,I,20121101T121100000,0,819242,0,860208,0,78,0,51354,0,25690,0,81122,0,344,0,87,0,59215,-10,69192,-8,130435,1,944435,0,0,0,979167,0,958333,0,20833,0,0,0,62500,0,0,0,125000,0,625000,0,0,0,0,0,145833,0,145833,1,541667,0,0,0,0,0,0,0,0,0,0,0,270833,0,104167,0,625000,0,0,0,0,0,0,0,0,0,0,0,0,1,354167,,
PP22,3,I,20121101T121200000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,3,I,20121101T121300000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP22,3,I,20121101T121400000,0,750098,0,779269,0,291,0,76217,0,72355,0,89263,0,99,0,250,0,79876,3,87639,0,84616,0,406752,0,0,0,958333,0,958333,0,166667,0,0,0,416667,0,0,0,375000,0,0,0,0,0,0,0,0,0,875000,0,208333,0,0,0,0,0,0,0,0,0,0,0,125000,0,625000,0,625000,0,291667,0,0,0,0,0,0,0,0,0,0,3,625000,,
PP22,3,I,20121101T121500000,0,747439,0,694064,0,7,0,164690,0,47002,0,155394,0,3147,0,558,0,171295,0,48237,-11,362741,-1,715622,0,42553,0,978723,0,978723,0,85106,0,106383,0,595745,0,0,0,319149,0,85106,0,0,0,446809,0,170213,1,553191,1,85106,0,0,0,0,0,21277,0,276596,0,0,1,361702,1,212766,0,127660,0,0,0,21277,0,0,0,42553,0,0,0,0,2,361702,,
PP22,3,I,20121101T121600000,0,759321,0,656661,0,4502,0,166223,0,116565,0,44836,0,94,0,597,0,168993,1,621136,0,647667,0,360900,0,0,0,777778,0,851852,0,148148,0,0,0,111111,0,0,0,592593,0,74074,0,0,0,0,0,185185,0,259259,0,333333,0,0,0,0,0,0,0,74074,0,0,1,851852,0,740741,2,407407,0,407407,0,111111,0,222222,0,0,0,0,0,0,2,407407,,
PP22,3,I,20121101T121700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PP22,3,I,20121101T121800000,0,727178,0,637947,0,1463,0,120742,0,78099,0,5881,0,3,0,2228,0,125792,4,222689,-15,780051,-4,555650,0,0,0,0,0,142857,0,142857,0,0,0,0,0,0,0,0,0,857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,285714,0,0,1,428571,0,142857,0,0,0,0,0,0,0,857143,,
PP22,3,I,20121101T121900000,0,655254,0,611520,0,1,0,308971,0,20106,0,117922,0,972,0,391,0,308970,0,953635,-3,436916,0,640144,0,0,0,857143,0,857143,0,0,0,0,0,857143,0,0,0,571429,0,142857,0,0,0,0,0,0,1,857143,1,285714,0,0,0,0,0,0,0,0,0,0,0,0,1,285714,0,0,0,285714,0,0,0,0,0,0,0,0,0,0,2,714286,,
PP22,3,I,20121101T122000000,0,856769,0,737257,0,38625,0,66136,0,21312,0,50216,0,800,0,815,0,28884,0,414472,-5,788796,-1,747658,0,121212,0,272727,0,212121,0,0,0,0,0,0,0,0,0,272727,0,393939,0,272727,0,0,0,969697,0,0,0,454545,0,0,0,0,0,181818,0,0,0,0,1,303030,0,0,0,878788,0,0,1,727273,0,0,0,303030,0,0,0,0,0,303030,,
PP22,3,I,20121101T122100000,0,709564,0,246716,0,2544,0,141668,0,6317,0,124664,0,767,0,238,0,139124,-6,48195,-2,480471,-3,402070,0,0,0,875000,0,875000,0,0,0,0,0,0,0,0,0,375000,0,0,0,0,0,750000,3,875000,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,375000,,
PP22,3,I,20121101T122200000,0,916923,0,931965,0,1439,0,27543,0,5597,0,36939,0,287,0,462,0,26161,-4,883278,-3,592195,-4,115354,0,0,0,76923,0,51282,0,0,0,0,0,0,0,0,0,897436,0,0,0,25641,0,0,0,0,0,25641,1,743590,0,0,0,0,0,25641,0,0,0,0,0,0,0,564103,0,128205,0,0,0,0,0,128205,0,0,0,0,0,0,0,25641,,
PP22,3,I,20121101T122300000,0,850942,0,835414,0,1609,0,41510,0,51743,0,46022,0,53,0,598,0,60965,0,878371,-5,637925,0,582034,0,0,0,441176,0,411765,0,235294,0,0,0,382353,0,0,0,470588,0,235294,0,29412,0,0,0,29412,0,970588,0,411765,0,0,0,0,0,88235,0,0,0,0,0,0,0,764706,1,58824,0,0,0,117647,0,88235,0,0,0,0,0,0,0,529412,,
PP22,3,I,20121101T122400000,0,851957,0,720255,0,7308,0,11804,0,10488,0,143637,0,202,0,208,0,8576,-8,891675,-4,934918,5,373758,0,85714,0,57143,0,57143,0,0,0,428571,0,0,0,114286,0,885714,0,0,0,0,0,0,0,28571,0,0,0,485714,0,0,0,0,0,0,0,0,0,0,0,400000,0,800000,0,57143,0,0,0,0,0,28571,0,142857,0,0,0,342857,0,257143,,
PP22,3,I,20121101T122500000,0,621015,0,333715,0,582,0,51325,0,12710,0,4158,0,30569,0,5434,0,71667,1,811622,-4,274407,-1,257842,0,0,0,666667,0,666667,0,0,0,0,0,666667,0,0,0,333333,0,0,0,0,0,0,0,0,0,0,2,666667,0,0,0,0,0,0,0,0,0,0,0,0,2,333333,3,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PP22,3,I,20121101T122600000,0,861667,0,590019,0,7428,0,96700,0,7636,0,228967,0,4055,0,1480,0,90149,0,152797,-5,70901,-2,418175,0,39216,0,78431,0,137255,0,0,0,431373,0,0,0,0,0,745098,0,196078,0,0,2,196078,2,411765,0,0,0,823529,0,0,0,0,0,0,0,235294,0,39216,0,0,0,666667,1,78431,0,0,0,78431,0,176471,0,58824,0,19608,0,0,0,156863,,
PP22,3,I,20121101T122700000,0,817961,0,785029,0,962,0,62245,0,30409,0,63770,0,1433,0,320,0,65458,0,574944,0,248608,-3,999043,0,0,0,535714,0,535714,0,107143,0,0,0,214286,0,0,0,535714,0,35714,0,142857,0,0,0,535714,0,750000,1,107143,0,0,0,0,0,107143,0,0,0,0,0,142857,0,107143,0,821429,0,107143,0,0,0,0,0,0,0,0,0,0,1,392857,,
PP22,3,I,20121101T122800000,0,912721,0,813435,0,879,0,37072,0,10305,0,120305,0,2412,0,3164,0,39192,-3,479172,-7,46412,-2,978414,0,0,0,60606,0,109091,0,0,0,218182,0,6061,0,72727,0,763636,0,145455,0,54545,1,430303,1,569697,0,12121,1,715152,0,90909,0,0,0,54545,0,12121,0,0,0,121212,0,187879,0,793939,0,0,0,224242,0,157576,0,0,0,0,0,0,0,236364,,
PP22,3,I,20121101T122900000,0,907579,0,849986,0,485,0,21035,0,900,0,122583,0,2911,0,102,0,20551,0,926813,-10,255132,-3,384060,0,0,0,0,0,0,0,0,0,968750,0,0,0,0,0,781250,0,187500,0,0,1,687500,1,906250,0,0,1,468750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62500,0,0,0,0,0,0,0,0,,
PP22,3,I,20121101T123000000,0,919912,0,708898,0,1153,0,67057,0,24968,0,95771,0,281,0,391,0,77828,-3,221409,-4,919583,-4,583104,0,18182,0,90909,0,72727,0,0,0,690909,0,0,0,0,0,836364,0,18182,0,109091,2,454545,2,854545,0,0,0,90909,0,0,0,0,0,0,0,0,0,0,0,18182,0,18182,0,290909,0,18182,0,0,0,90909,0,18182,0,0,0,0,0,127273,,
PP22,3,I,20121101T123100000,0,854018,0,639837,0,2446,0,115262,0,46479,0,82763,0,477,0,853,0,117766,-3,808139,-7,159843,-3,307830,0,0,0,238095,0,321429,0,0,0,273810,0,95238,0,23810,0,428571,0,250000,0,154762,1,464286,1,452381,0,71429,0,345238,0,23810,0,71429,0,35714,0,190476,0,0,0,142857,0,261905,0,630952,0,0,0,202381,0,178571,0,0,0,0,0,0,0,500000,,
PP23,1,R,20121101T133300000,0,958876,0,914818,0,42108,0,47380,0,1024,0,2123,0,1183,0,305,0,5272,-19,331008,-7,742759,1,181462,0,0,0,0,0,0,0,0,0,38095,0,0,0,85714,0,885714,0,85714,0,0,0,0,0,38095,0,0,0,0,0,0,0,61905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PP23,1,R,20121101T133400000,0,955772,0,937909,0,28797,0,25965,0,1634,0,1695,0,751,0,219,0,2832,-27,216277,-7,9669,4,442005,0,0,0,4184,0,4184,0,0,0,12552,0,0,0,0,0,891213,0,96234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12552,,
PP23,1,R,20121101T133500000,0,921590,0,823746,0,79261,0,40592,0,1221,0,1881,0,767,0,1535,0,38554,-26,347794,-3,694000,0,794509,0,179724,0,0,0,0,0,0,0,119816,0,0,0,23041,0,926267,0,36866,0,4608,0,0,0,0,0,0,0,0,0,0,0,211982,0,46083,0,142857,0,0,0,0,0,0,0,41475,0,0,0,0,0,0,0,414747,0,0,0,589862,0,4608,,
PP23,1,R,20121101T133600000,0,935958,0,886493,0,45348,0,30900,0,1174,0,1528,0,652,0,788,0,14448,-28,6862,-4,921054,0,609390,0,108225,0,0,0,30303,0,0,0,99567,0,0,0,4329,0,978355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268398,0,0,0,21645,0,0,0,0,0,0,0,17316,0,0,0,0,0,0,0,324675,0,0,0,346320,0,0,,
PP23,1,R,20121101T133700000,0,950890,0,932204,0,30822,0,40920,0,1410,0,1688,0,498,0,582,0,10098,-25,421668,-5,57029,0,457960,0,0,0,9346,0,4673,0,0,0,14019,0,0,0,93458,0,943925,0,32710,0,0,0,0,0,0,0,0,0,0,0,0,0,4673,0,0,0,42056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18692,0,23364,,
